
1671075901000 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671075902285 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -47.8, 'chp': -0.26, 'lp': 18612.5, 'spread': 0.0, 'ask': 18612.5, 'bid': 18612.5, 'open_price': 18614.4, 'high_price': 18621.2, 'low_price': 18612.2, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671075900, 'o': 18614.4, 'h': 18621.2, 'l': 18612.2, 'c': 18612.5, 'v': 0, 'tf': '9:15'}}}]}
1671075993587 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671075994825 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.3, 'chp': 0.42, 'lp': 72.55, 'spread': 0.05, 'ask': 72.6, 'bid': 72.55, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 344394, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 72.8, 'h': 72.8, 'l': 72.55, 'c': 72.55, 'v': 58595, 'tf': '9:16'}}}]}

1671075994830 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671075995750 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': 0.0, 'chp': 0.0, 'lp': 438.95, 'spread': 0.55, 'ask': 438.95, 'bid': 438.4, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 11212, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 439.75, 'h': 439.75, 'l': 438.7, 'c': 438.95, 'v': 1016, 'tf': '9:16'}}}]}

1671075995756 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671075996663 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 13.15, 'chp': 1.06, 'lp': 1256.85, 'spread': 0.7, 'ask': 1256.8, 'bid': 1256.1, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 39305, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 1259.05, 'h': 1260.0, 'l': 1255.3, 'c': 1256.85, 'v': 9562, 'tf': '9:16'}}}]}

1671076006673 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076007575 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -15.6, 'chp': -0.08, 'lp': 18644.7, 'spread': 0.0, 'ask': 18644.7, 'bid': 18644.7, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 18643.25, 'h': 18646.55, 'l': 18633.25, 'c': 18644.7, 'v': 0, 'tf': '9:16'}}}]}

1671076007576 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076008884 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -14.05, 'chp': -0.03, 'lp': 44035.05, 'spread': 0.0, 'ask': 44035.05, 'bid': 44035.05, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 44030.85, 'h': 44056.25, 'l': 44017.55, 'c': 44035.05, 'v': 0, 'tf': '9:16'}}}]}

1671076008885 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076009852 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.3, 'chp': 0.42, 'lp': 72.55, 'spread': 0.05, 'ask': 72.6, 'bid': 72.55, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 354590, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 72.8, 'h': 72.8, 'l': 72.55, 'c': 72.55, 'v': 68791, 'tf': '9:16'}}}]}

1671076009858 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076010764 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': -0.55, 'chp': -0.13, 'lp': 438.4, 'spread': 0.5, 'ask': 438.9, 'bid': 438.4, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 11248, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 439.75, 'h': 439.75, 'l': 438.4, 'c': 438.4, 'v': 1052, 'tf': '9:16'}}}]}

1671076010769 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076011675 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 11.3, 'chp': 0.91, 'lp': 1255.0, 'spread': 0.15, 'ask': 1255.0, 'bid': 1254.85, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 44338, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671075960, 'o': 1259.05, 'h': 1260.0, 'l': 1254.85, 'c': 1255.0, 'v': 14595, 'tf': '9:16'}}}]}

1671076021685 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076022599 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -19.35, 'chp': -0.1, 'lp': 18640.95, 'spread': 0.0, 'ask': 18640.95, 'bid': 18640.95, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 18642.2, 'h': 18642.2, 'l': 18640.95, 'c': 18640.95, 'v': 0, 'tf': '9:17'}}}]}

1671076022600 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076023914 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -25.95, 'chp': -0.06, 'lp': 44023.15, 'spread': 0.0, 'ask': 44023.15, 'bid': 44023.15, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 44026.95, 'h': 44026.95, 'l': 44022.4, 'c': 44023.15, 'v': 0, 'tf': '9:17'}}}]}

1671076023915 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076024838 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.35, 'chp': 0.48, 'lp': 72.6, 'spread': 0.05, 'ask': 72.6, 'bid': 72.55, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 366343, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 72.6, 'h': 72.6, 'l': 72.6, 'c': 72.6, 'v': 9792, 'tf': '9:17'}}}]}

1671076024843 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076025751 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': 0.0, 'chp': 0.0, 'lp': 438.95, 'spread': 0.7, 'ask': 438.9, 'bid': 438.2, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 11523, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 438.95, 'h': 438.95, 'l': 438.95, 'c': 438.95, 'v': 70, 'tf': '9:17'}}}]}

1671076025756 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076026661 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 11.15, 'chp': 0.9, 'lp': 1254.85, 'spread': 0.15, 'ask': 1255.0, 'bid': 1254.85, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 49602, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 1254.95, 'h': 1254.95, 'l': 1254.85, 'c': 1254.85, 'v': 675, 'tf': '9:17'}}}]}

1671076036672 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076037918 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -16.6, 'chp': -0.09, 'lp': 18643.7, 'spread': 0.0, 'ask': 18643.7, 'bid': 18643.7, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 18642.2, 'h': 18646.15, 'l': 18640.95, 'c': 18643.7, 'v': 0, 'tf': '9:17'}}}]}

1671076037919 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076038828 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -9.7, 'chp': -0.02, 'lp': 44039.4, 'spread': 0.0, 'ask': 44039.4, 'bid': 44039.4, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 44026.95, 'h': 44048.5, 'l': 44022.4, 'c': 44039.4, 'v': 0, 'tf': '9:17'}}}]}

1671076038829 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076039732 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.35, 'chp': 0.48, 'lp': 72.6, 'spread': 0.05, 'ask': 72.6, 'bid': 72.55, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 405477, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 72.6, 'h': 72.6, 'l': 72.55, 'c': 72.6, 'v': 48926, 'tf': '9:17'}}}]}

1671076039738 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076040997 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': 0.55, 'chp': 0.13, 'lp': 439.5, 'spread': 0.7, 'ask': 439.35, 'bid': 438.65, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 12078, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 438.95, 'h': 439.5, 'l': 438.35, 'c': 439.5, 'v': 625, 'tf': '9:17'}}}]}

1671076041001 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076041911 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 11.4, 'chp': 0.92, 'lp': 1255.1, 'spread': 0.45, 'ask': 1255.55, 'bid': 1255.1, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 50626, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 1254.95, 'h': 1255.6, 'l': 1254.85, 'c': 1255.1, 'v': 1699, 'tf': '9:17'}}}]}

1671076051921 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076052831 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': 52.3, 'chp': 0.28, 'lp': 18660.3, 'spread': 0.0, 'ask': 0.0, 'bid': 0.0, 'open_price': 18671.2, 'high_price': 18696.1, 'low_price': 18632.9, 'prev_close_price': 18608.0, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400}}]}

1671076052832 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076054133 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -18.5, 'chp': -0.04, 'lp': 44030.6, 'spread': 0.0, 'ask': 44030.6, 'bid': 44030.6, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 44026.95, 'h': 44048.5, 'l': 44022.4, 'c': 44030.6, 'v': 0, 'tf': '9:17'}}}]}

1671076054134 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076055379 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.35, 'chp': 0.48, 'lp': 72.6, 'spread': 0.05, 'ask': 72.6, 'bid': 72.55, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 417598, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 72.6, 'h': 72.6, 'l': 72.55, 'c': 72.6, 'v': 61047, 'tf': '9:17'}}}]}

1671076055385 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076056295 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': -0.35, 'chp': -0.08, 'lp': 438.6, 'spread': 0.45, 'ask': 439.0, 'bid': 438.55, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 12588, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 438.95, 'h': 439.5, 'l': 438.35, 'c': 438.6, 'v': 1135, 'tf': '9:17'}}}]}

1671076056299 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076057267 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 11.3, 'chp': 0.91, 'lp': 1255.0, 'spread': 0.3, 'ask': 1255.0, 'bid': 1254.7, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 51634, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 1254.95, 'h': 1255.6, 'l': 1254.85, 'c': 1255.0, 'v': 2707, 'tf': '9:17'}}}]}

1671076067277 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076068647 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -21.35, 'chp': -0.11, 'lp': 18638.95, 'spread': 0.0, 'ask': 18638.95, 'bid': 18638.95, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 18642.2, 'h': 18646.15, 'l': 18638.95, 'c': 18638.95, 'v': 0, 'tf': '9:17'}}}]}

1671076068649 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076069552 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -22.5, 'chp': -0.05, 'lp': 44026.6, 'spread': 0.0, 'ask': 44026.6, 'bid': 44026.6, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 44026.95, 'h': 44048.5, 'l': 44022.4, 'c': 44026.6, 'v': 0, 'tf': '9:17'}}}]}

1671076069553 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076070800 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.3, 'chp': 0.42, 'lp': 72.55, 'spread': 0.05, 'ask': 72.55, 'bid': 72.5, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 440401, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 72.6, 'h': 72.6, 'l': 72.5, 'c': 72.55, 'v': 83850, 'tf': '9:17'}}}]}

1671076070806 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076071709 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': 0.25, 'chp': 0.06, 'lp': 439.2, 'spread': 0.55, 'ask': 439.25, 'bid': 438.7, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 12888, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 438.95, 'h': 439.5, 'l': 438.35, 'c': 439.2, 'v': 1435, 'tf': '9:17'}}}]}

1671076071713 :: quotes :: {'symbols': 'NSE:ICICIGI-EQ'} :: 1671076072959 :: {'s': 'ok', 'd': [{'n': 'NSE:ICICIGI-EQ', 's': 'ok', 'v': {'ch': 7.95, 'chp': 0.64, 'lp': 1251.65, 'spread': 1.1, 'ask': 1251.3, 'bid': 1250.2, 'open_price': 1249.9, 'high_price': 1261.55, 'low_price': 1243.75, 'prev_close_price': 1243.7, 'volume': 52732, 'short_name': 'ICICIGI-EQ', 'exchange': 'NSE', 'description': 'NSE:ICICIGI-EQ', 'original_name': 'NSE:ICICIGI-EQ', 'symbol': 'NSE:ICICIGI-EQ', 'fyToken': '101000000021770', 'tt': 1671062400, 'cmd': {'t': 1671076020, 'o': 1254.95, 'h': 1255.6, 'l': 1251.65, 'c': 1251.65, 'v': 3805, 'tf': '9:17'}}}]}

1671076082969 :: quotes :: {'symbols': 'NSE:NIFTY50-INDEX'} :: 1671076084307 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTY50-INDEX', 's': 'ok', 'v': {'ch': -25.35, 'chp': -0.14, 'lp': 18634.95, 'spread': 0.0, 'ask': 18634.95, 'bid': 18634.95, 'open_price': 18614.4, 'high_price': 18652.9, 'low_price': 18608.35, 'prev_close_price': 18660.3, 'volume': 0, 'short_name': 'NIFTY50-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTY50-INDEX', 'original_name': 'NSE:NIFTY50-INDEX', 'symbol': 'NSE:NIFTY50-INDEX', 'fyToken': '101000000026000', 'tt': 1671062400, 'cmd': {'t': 1671076080, 'o': 18634.25, 'h': 18634.95, 'l': 18634.2, 'c': 18634.95, 'v': 0, 'tf': '9:18'}}}]}

1671076084308 :: quotes :: {'symbols': 'NSE:NIFTYBANK-INDEX'} :: 1671076085658 :: {'s': 'ok', 'd': [{'n': 'NSE:NIFTYBANK-INDEX', 's': 'ok', 'v': {'ch': -26.35, 'chp': -0.06, 'lp': 44022.75, 'spread': 0.0, 'ask': 44022.75, 'bid': 44022.75, 'open_price': 43940.1, 'high_price': 44056.25, 'low_price': 43927.5, 'prev_close_price': 44049.1, 'volume': 0, 'short_name': 'NIFTYBANK-INDEX', 'exchange': 'NSE', 'description': 'NSE:NIFTYBANK-INDEX', 'original_name': 'NSE:NIFTYBANK-INDEX', 'symbol': 'NSE:NIFTYBANK-INDEX', 'fyToken': '101000000026009', 'tt': 1671062400, 'cmd': {'t': 1671076080, 'o': 44016.7, 'h': 44022.75, 'l': 44016.7, 'c': 44022.75, 'v': 0, 'tf': '9:18'}}}]}

1671076085659 :: quotes :: {'symbols': 'NSE:MOTHERSON-EQ'} :: 1671076086572 :: {'s': 'ok', 'd': [{'n': 'NSE:MOTHERSON-EQ', 's': 'ok', 'v': {'ch': 0.2, 'chp': 0.28, 'lp': 72.45, 'spread': 0.05, 'ask': 72.5, 'bid': 72.45, 'open_price': 72.65, 'high_price': 72.95, 'low_price': 72.35, 'prev_close_price': 72.25, 'volume': 450991, 'short_name': 'MOTHERSON-EQ', 'exchange': 'NSE', 'description': 'NSE:MOTHERSON-EQ', 'original_name': 'NSE:MOTHERSON-EQ', 'symbol': 'NSE:MOTHERSON-EQ', 'fyToken': '10100000004204', 'tt': 1671062400, 'cmd': {'t': 1671076080, 'o': 72.45, 'h': 72.45, 'l': 72.45, 'c': 72.45, 'v': 8442, 'tf': '9:18'}}}]}

1671076086577 :: quotes :: {'symbols': 'NSE:INTELLECT-EQ'} :: 1671076087541 :: {'s': 'ok', 'd': [{'n': 'NSE:INTELLECT-EQ', 's': 'ok', 'v': {'ch': -0.25, 'chp': -0.06, 'lp': 438.7, 'spread': 0.65, 'ask': 439.25, 'bid': 438.6, 'open_price': 441.15, 'high_price': 441.15, 'low_price': 437.45, 'prev_close_price': 438.95, 'volume': 12897, 'short_name': 'INTELLECT-EQ', 'exchange': 'NSE', 'description': 'NSE:INTELLECT-EQ', 'original_name': 'NSE:INTELLECT-EQ', 'symbol': 'NSE:INTELLECT-EQ', 'fyToken': '10100000005926', 'tt': 1671062400, 'cmd': {'t': 1671076080, 'o': 438.7, 'h': 438.7, 'l': 438.7, 'c': 438.7, 'v': 0, 'tf': '9:18'}}}]}

